id,hero,level,name,icon,type,starLevel,moneyType,price,hp,atk,pdd,mdd,hit,miss,criPrb,criRes,criCoe,coeRes,ctrPrb
410380552,41038,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410380553,41038,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410380554,41038,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410380651,41038,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410380652,41038,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410380653,41038,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410380654,41038,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410380751,41038,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410380752,41038,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410380753,41038,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410380754,41038,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410390351,41039,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410390352,41039,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410390353,41039,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410390354,41039,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410390451,41039,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410390452,41039,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410390453,41039,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410390454,41039,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410390551,41039,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410390552,41039,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410390553,41039,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410390554,41039,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410390651,41039,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410390652,41039,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410390653,41039,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410390654,41039,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410390751,41039,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410390752,41039,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410390753,41039,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410390754,41039,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410400351,41040,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410400352,41040,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410400353,41040,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410400354,41040,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410400451,41040,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410400452,41040,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410400453,41040,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410400454,41040,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410400551,41040,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410400552,41040,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410400553,41040,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410400554,41040,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410400651,41040,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410400652,41040,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410400653,41040,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410400654,41040,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410400751,41040,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410400752,41040,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410400753,41040,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410400754,41040,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410410351,41041,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410410352,41041,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410410353,41041,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410410354,41041,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410410451,41041,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410410452,41041,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410410453,41041,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410410454,41041,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410410551,41041,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410410552,41041,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410410553,41041,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410410554,41041,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410410651,41041,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410410652,41041,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410410653,41041,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410410654,41041,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410410751,41041,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410410752,41041,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410410753,41041,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410410754,41041,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410420351,41042,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410420352,41042,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410420353,41042,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410420354,41042,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410420451,41042,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410420452,41042,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410420453,41042,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410420454,41042,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410420551,41042,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410420552,41042,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410420553,41042,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410420554,41042,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410420651,41042,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410420652,41042,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410420653,41042,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410420654,41042,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410420751,41042,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410420752,41042,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410420753,41042,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410420754,41042,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410430351,41043,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410430352,41043,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410430353,41043,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410430354,41043,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410430451,41043,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410430452,41043,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410430453,41043,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410430454,41043,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410430551,41043,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410430552,41043,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410430553,41043,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410430554,41043,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410430651,41043,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410430652,41043,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410430653,41043,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410430654,41043,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410430751,41043,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410430752,41043,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410430753,41043,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410430754,41043,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410440351,41044,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410440352,41044,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410440353,41044,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410440354,41044,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410440451,41044,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410440452,41044,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410440453,41044,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410440454,41044,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410440551,41044,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410440552,41044,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410440553,41044,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410440554,41044,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410440651,41044,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410440652,41044,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410440653,41044,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410440654,41044,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410440751,41044,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410440752,41044,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410440753,41044,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410440754,41044,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410450351,41045,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410450352,41045,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410450353,41045,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410450354,41045,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410450451,41045,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410450452,41045,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410450453,41045,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410450454,41045,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410450551,41045,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410450552,41045,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410450553,41045,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410450554,41045,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410450651,41045,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410450652,41045,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410450653,41045,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410450654,41045,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410450751,41045,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410450752,41045,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410450753,41045,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410450754,41045,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410460351,41046,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410460352,41046,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410460353,41046,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410460354,41046,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410460451,41046,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410460452,41046,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410460453,41046,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410460454,41046,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410460551,41046,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410460552,41046,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410460553,41046,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410460554,41046,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410460651,41046,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410460652,41046,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410460653,41046,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410460654,41046,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410460751,41046,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410460752,41046,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410460753,41046,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410460754,41046,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410470351,41047,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410470352,41047,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410470353,41047,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410470354,41047,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410470451,41047,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410470452,41047,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410470453,41047,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410470454,41047,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410470551,41047,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410470552,41047,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410470553,41047,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410470554,41047,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410470651,41047,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410470652,41047,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410470653,41047,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410470654,41047,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410470751,41047,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410470752,41047,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410470753,41047,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410470754,41047,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410480351,41048,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410480352,41048,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410480353,41048,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410480354,41048,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410480451,41048,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410480452,41048,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410480453,41048,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410480454,41048,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410480551,41048,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410480552,41048,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410480553,41048,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410480554,41048,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410480651,41048,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410480652,41048,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410480653,41048,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410480654,41048,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410480751,41048,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410480752,41048,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410480753,41048,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410480754,41048,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410490351,41049,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410490352,41049,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410490353,41049,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410490354,41049,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410490451,41049,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410490452,41049,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410490453,41049,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410490454,41049,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410490551,41049,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410490552,41049,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410490553,41049,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410490554,41049,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410490651,41049,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410490652,41049,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410490653,41049,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410490654,41049,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410490751,41049,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410490752,41049,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410490753,41049,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410490754,41049,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
